"order_id","tahun","kuartal","bulan","nama_bulan","customer_name","segment","category","sub_category","product_name","country","region","state","city","ship_mode","sales","quantity","discount","profit"
CA-2016-126809,2016,2,4,April,Edward Becker,Corporate,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",United States,West,Washington,Seattle,Standard Class,35.35,9,0.20,12.82
CA-2014-105172,2014,2,4,April,Paul Knutson,Home Office,Office Supplies,Labels,Avery 518,United States,West,California,San Francisco,Standard Class,18.90,6,0.00,9.07
CA-2017-107293,2017,3,9,September,Christopher Schild,Home Office,Office Supplies,Art,Newell 333,United States,West,Washington,Seattle,First Class,2.78,1,0.00,0.72
US-2017-102890,2017,2,6,Juni,Sheri Gordon,Consumer,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,United States,East,New York,New York City,Same Day,1044.63,5,0.40,-295.98
CA-2015-158554,2015,4,11,November,Charlotte Melton,Consumer,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",United States,East,Pennsylvania,Philadelphia,Same Day,11.35,3,0.20,4.12
CA-2014-116239,2014,1,3,Maret,Clay Ludtke,Consumer,Office Supplies,Storage,Sensible Storage WireTech Storage Systems,United States,South,South Carolina,Columbia,Same Day,354.90,5,0.00,17.75
CA-2015-132101,2015,1,3,Maret,Jesus Ocampo,Home Office,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,United States,West,Washington,Seattle,Standard Class,453.58,3,0.20,39.69
CA-2015-129112,2015,4,11,November,Anthony Witt,Consumer,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,United States,Central,Texas,Allen,First Class,21.48,3,0.20,-0.27
CA-2015-129112,2015,4,11,November,Anthony Witt,Consumer,Office Supplies,Binders,GBC Imprintable Covers,United States,Central,Texas,Allen,First Class,8.78,4,0.80,-13.62
US-2017-152002,2017,2,6,Juni,Dianna Vittorini,Consumer,Office Supplies,Paper,Xerox 1888,United States,West,California,Los Angeles,Same Day,122.97,3,0.00,60.26
CA-2017-165029,2017,4,11,November,Adam Hart,Corporate,Office Supplies,Art,Newell 347,United States,South,Georgia,Atlanta,Standard Class,12.84,3,0.00,3.72
US-2014-157385,2014,4,11,November,Sanjit Chand,Consumer,Furniture,Chairs,Novimex Swivel Fabric Task Chair,United States,West,California,Los Angeles,First Class,603.92,5,0.20,-67.94
US-2014-157385,2014,4,11,November,Sanjit Chand,Consumer,Office Supplies,Envelopes,Pastel Pink Envelopes,United States,West,California,Los Angeles,First Class,21.84,3,0.00,10.48
US-2014-157385,2014,4,11,November,Sanjit Chand,Consumer,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,United States,West,California,Los Angeles,First Class,29.99,1,0.00,6.30
US-2014-157385,2014,4,11,November,Sanjit Chand,Consumer,Furniture,Chairs,Safco Contoured Stacking Chairs,United States,West,California,Los Angeles,First Class,381.44,2,0.20,23.84
CA-2014-101602,2014,4,12,Desember,Mick Crebagga,Consumer,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,United States,Central,Texas,El Paso,First Class,40.68,3,0.20,-9.15
CA-2014-101602,2014,4,12,Desember,Mick Crebagga,Consumer,Furniture,Chairs,"Lifetime Advantage Folding Chairs, 4/Carton",United States,Central,Texas,El Paso,First Class,763.28,5,0.30,-21.81
CA-2016-109057,2016,2,4,April,Tonja Turnell,Home Office,Office Supplies,Storage,Pizazz Global Quick File,United States,Central,Illinois,Aurora,Standard Class,23.95,2,0.20,2.40
CA-2016-154403,2016,2,5,Mei,Anne Pryor,Home Office,Office Supplies,Paper,Xerox 1949,United States,South,Alabama,Florence,Standard Class,4.98,1,0.00,2.44
CA-2016-102456,2016,1,2,Februari,Dan Lawera,Consumer,Office Supplies,Appliances,"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",United States,East,New York,New York City,First Class,170.88,3,0.00,49.56
CA-2015-131338,2015,3,8,Agustus,Naresj Patel,Consumer,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,United States,East,New York,New York City,First Class,307.98,2,0.00,89.31
CA-2015-131338,2015,3,8,Agustus,Naresj Patel,Consumer,Furniture,Tables,KI Conference Tables,United States,East,New York,New York City,First Class,382.81,9,0.40,-153.12
CA-2015-131338,2015,3,8,Agustus,Naresj Patel,Consumer,Office Supplies,Storage,"Tennsco Lockers, Gray",United States,East,New York,New York City,First Class,41.96,2,0.00,2.94
CA-2015-131338,2015,3,8,Agustus,Naresj Patel,Consumer,Office Supplies,Binders,GBC Ibimaster 500 Manual ProClick Binding System,United States,East,New York,New York City,First Class,1217.57,2,0.20,456.59
CA-2015-131338,2015,3,8,Agustus,Naresj Patel,Consumer,Furniture,Furnishings,Artistic Insta-Plaque,United States,East,New York,New York City,First Class,47.04,3,0.00,18.35
CA-2015-131338,2015,3,8,Agustus,Naresj Patel,Consumer,Furniture,Furnishings,Longer-Life Soft White Bulbs,United States,East,New York,New York City,First Class,6.16,2,0.00,2.96
CA-2015-131338,2015,3,8,Agustus,Naresj Patel,Consumer,Technology,Phones,Panasonic KX-TG9471B,United States,East,New York,New York City,First Class,979.95,5,0.00,274.39
CA-2015-131338,2015,3,8,Agustus,Naresj Patel,Consumer,Office Supplies,Paper,Xerox 1886,United States,East,New York,New York City,First Class,143.70,3,0.00,68.98
CA-2015-131338,2015,3,8,Agustus,Naresj Patel,Consumer,Office Supplies,Fasteners,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",United States,East,New York,New York City,First Class,10.65,3,0.00,5.01
CA-2015-131338,2015,3,8,Agustus,Naresj Patel,Consumer,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,United States,East,New York,New York City,First Class,247.80,4,0.00,34.69
CA-2016-109911,2016,2,5,Mei,Vivek Grady,Corporate,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,United States,South,Virginia,Virginia Beach,Standard Class,10.96,4,0.00,2.96
CA-2014-166457,2014,2,5,Mei,Peter Fuller,Consumer,Office Supplies,Paper,Xerox 1933,United States,South,Kentucky,Richmond,Second Class,24.56,2,0.00,11.54
US-2016-132423,2016,2,4,April,Muhammed Yedwab,Corporate,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",United States,Central,Texas,Grapevine,Standard Class,33.49,7,0.20,5.86
US-2016-132423,2016,2,4,April,Muhammed Yedwab,Corporate,Office Supplies,Fasteners,Ideal Clamps,United States,Central,Texas,Grapevine,Standard Class,8.04,5,0.20,2.91
CA-2015-122826,2015,2,6,Juni,Rick Duston,Consumer,Technology,Phones,Pyle PRT45 Retro Home Telephone,United States,West,Washington,Olympia,Second Class,201.57,4,0.20,22.68
CA-2014-117317,2014,4,10,Oktober,Jeremy Farry,Consumer,Office Supplies,Paper,Spiral Phone Message Books with Labels by Adams,United States,West,California,Los Angeles,Same Day,13.44,3,0.00,6.59
CA-2015-118423,2015,1,3,Maret,Dennis Pardue,Home Office,Furniture,Bookcases,Sauder Inglewood Library Bookcases,United States,Central,Illinois,Peoria,First Class,359.06,3,0.30,-35.91
CA-2017-149181,2017,2,5,Mei,Maribeth Dona,Consumer,Furniture,Chairs,Global Chrome Stack Chair,United States,East,Ohio,Columbus,Standard Class,47.99,2,0.30,-2.06
CA-2017-132234,2017,4,10,Oktober,Maribeth Yedwab,Corporate,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,United States,East,New York,New York City,First Class,547.30,13,0.00,175.14
CA-2017-158876,2017,4,11,November,Aimee Bixby,Consumer,Office Supplies,Paper,Xerox 1901,United States,Central,Texas,Carrollton,Second Class,16.90,4,0.20,5.28
CA-2017-158876,2017,4,11,November,Aimee Bixby,Consumer,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,United States,Central,Texas,Carrollton,Second Class,6.67,1,0.20,0.50
CA-2017-158876,2017,4,11,November,Aimee Bixby,Consumer,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",United States,Central,Texas,Carrollton,Second Class,99.14,4,0.20,8.67
CA-2017-158876,2017,4,11,November,Aimee Bixby,Consumer,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,United States,Central,Texas,Carrollton,Second Class,15.99,2,0.60,-13.99
CA-2016-164672,2016,2,5,Mei,George Bell,Corporate,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",United States,East,Delaware,Dover,Second Class,211.96,2,0.00,42.39
US-2016-132857,2016,4,12,Desember,Cynthia Arntzen,Consumer,Office Supplies,Art,Prang Drawing Pencil Set,United States,South,Tennessee,Smyrna,Standard Class,6.67,3,0.20,1.67
CA-2017-116645,2017,4,11,November,Max Engle,Consumer,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",United States,East,Delaware,Newark,Standard Class,155.94,6,0.00,45.22
US-2016-115819,2016,2,4,April,Jas O'Carroll,Consumer,Technology,Phones,PowerGen Dual USB Car Charger,United States,West,California,Los Angeles,Second Class,39.96,5,0.20,12.99
US-2016-115819,2016,2,4,April,Jas O'Carroll,Consumer,Office Supplies,Art,Newell 307,United States,West,California,Los Angeles,Second Class,5.46,3,0.00,1.53
US-2016-115819,2016,2,4,April,Jas O'Carroll,Consumer,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,United States,West,California,Los Angeles,Second Class,73.20,5,0.00,21.23
US-2016-115819,2016,2,4,April,Jas O'Carroll,Consumer,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",United States,West,California,Los Angeles,Second Class,5.84,1,0.20,1.97
US-2016-115819,2016,2,4,April,Jas O'Carroll,Consumer,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",United States,West,California,Los Angeles,Second Class,22.72,4,0.00,10.22
US-2016-115819,2016,2,4,April,Jas O'Carroll,Consumer,Office Supplies,Binders,Avery Binder Labels,United States,West,California,Los Angeles,Second Class,9.34,3,0.20,3.27
CA-2014-156349,2014,2,5,Mei,Marina Lichtenstein,Corporate,Furniture,Bookcases,Sauder Inglewood Library Bookcases,United States,West,California,Los Angeles,Standard Class,290.67,2,0.15,27.36
CA-2014-156349,2014,2,5,Mei,Marina Lichtenstein,Corporate,Technology,Phones,VTech DS6151,United States,West,California,Los Angeles,Standard Class,201.58,2,0.20,20.16
CA-2014-156349,2014,2,5,Mei,Marina Lichtenstein,Corporate,Technology,Phones,netTALK DUO VoIP Telephone Service,United States,West,California,Los Angeles,Standard Class,83.98,2,0.20,31.49
CA-2017-138380,2017,4,12,Desember,Yana Sorensen,Corporate,Office Supplies,Storage,Letter Size Cart,United States,West,California,Oakland,Standard Class,1000.02,7,0.00,290.01
US-2016-113509,2016,1,3,Maret,Paul Lucas,Home Office,Technology,Accessories,V7 USB Numeric Keypad,United States,East,Pennsylvania,Philadelphia,Standard Class,83.98,3,0.20,-13.65
CA-2015-130022,2015,3,8,Agustus,Julie Kriz,Home Office,Office Supplies,Labels,Avery 480,United States,Central,Minnesota,Eagan,Standard Class,3.75,1,0.00,1.80
CA-2015-130022,2015,3,8,Agustus,Julie Kriz,Home Office,Office Supplies,Labels,Avery 489,United States,Central,Minnesota,Eagan,Standard Class,41.40,4,0.00,19.87
CA-2015-130022,2015,3,8,Agustus,Julie Kriz,Home Office,Office Supplies,Art,Peel-Off China Markers,United States,Central,Minnesota,Eagan,Standard Class,29.79,3,0.00,12.51
US-2016-118780,2016,3,9,September,Parhena Norris,Home Office,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,United States,East,New York,New York City,Second Class,59.48,2,0.00,8.92
US-2016-118780,2016,3,9,September,Parhena Norris,Home Office,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",United States,East,New York,New York City,Second Class,6.69,1,0.00,3.08
CA-2017-108560,2017,3,7,Juli,Jenna Caffey,Consumer,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",United States,West,Washington,Kent,Standard Class,198.46,2,0.00,99.23
CA-2017-108560,2017,3,7,Juli,Jenna Caffey,Consumer,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",United States,West,Washington,Kent,Standard Class,786.48,8,0.00,385.38
CA-2017-108560,2017,3,7,Juli,Jenna Caffey,Consumer,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",United States,West,Washington,Kent,Standard Class,23.17,2,0.20,7.82
CA-2017-108560,2017,3,7,Juli,Jenna Caffey,Consumer,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,United States,West,Washington,Kent,Standard Class,50.00,2,0.00,10.50
CA-2015-157084,2015,4,12,Desember,James Galang,Consumer,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,United States,West,California,Los Angeles,Standard Class,675.96,5,0.20,84.50
CA-2015-157084,2015,4,12,Desember,James Galang,Consumer,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,United States,West,California,Los Angeles,Standard Class,1265.85,3,0.00,556.97
CA-2015-164539,2015,4,11,November,Philisse Overcash,Home Office,Office Supplies,Appliances,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",United States,East,New York,New York City,Standard Class,523.25,5,0.00,141.28
CA-2015-143119,2015,3,9,September,Marc Crier,Consumer,Furniture,Chairs,Harbour Creations Steel Folding Chair,United States,South,Louisiana,Lafayette,Standard Class,517.50,6,0.00,155.25
CA-2017-101049,2017,2,6,Juni,Alan Shonely,Consumer,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",United States,East,Ohio,Cleveland,Second Class,17.92,5,0.20,2.46
CA-2017-101049,2017,2,6,Juni,Alan Shonely,Consumer,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,United States,East,Ohio,Cleveland,Second Class,41.26,6,0.70,-34.38
CA-2016-106530,2016,2,5,Mei,Clay Ludtke,Consumer,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,United States,East,Ohio,Cleveland,Same Day,1006.06,3,0.20,88.03
CA-2016-106530,2016,2,5,Mei,Clay Ludtke,Consumer,Office Supplies,Paper,Xerox 1898,United States,East,Ohio,Cleveland,Same Day,10.69,2,0.20,3.74
CA-2016-106530,2016,2,5,Mei,Clay Ludtke,Consumer,Office Supplies,Paper,Xerox 222,United States,East,Ohio,Cleveland,Same Day,10.37,2,0.20,3.63
CA-2016-106530,2016,2,5,Mei,Clay Ludtke,Consumer,Office Supplies,Storage,Hanging Personal Folder File,United States,East,Ohio,Cleveland,Same Day,25.12,2,0.20,1.57
CA-2016-106530,2016,2,5,Mei,Clay Ludtke,Consumer,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,United States,East,Ohio,Cleveland,Same Day,58.11,2,0.20,7.26
CA-2014-168984,2014,4,11,November,Natalie Webber,Consumer,Office Supplies,Paper,Xerox 2,United States,West,Oregon,Tigard,Standard Class,15.55,3,0.20,5.44
CA-2014-168984,2014,4,11,November,Natalie Webber,Consumer,Office Supplies,Storage,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,United States,West,Oregon,Tigard,Standard Class,669.08,5,0.20,-167.27
CA-2014-168984,2014,4,11,November,Natalie Webber,Consumer,Technology,Phones,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,United States,West,Oregon,Tigard,Standard Class,438.34,4,0.20,-87.67
CA-2016-157266,2016,2,5,Mei,Toby Braunhardt,Consumer,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),United States,East,District of Columbia,Washington,Standard Class,19.44,3,0.00,9.33
CA-2016-157266,2016,2,5,Mei,Toby Braunhardt,Consumer,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,United States,East,District of Columbia,Washington,Standard Class,9.64,2,0.00,4.43
CA-2016-157266,2016,2,5,Mei,Toby Braunhardt,Consumer,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",United States,East,District of Columbia,Washington,Standard Class,12.70,2,0.00,5.84
CA-2016-157266,2016,2,5,Mei,Toby Braunhardt,Consumer,Furniture,Furnishings,"9-3/4 Diameter Round Wall Clock",United States,East,District of Columbia,Washington,Standard Class,41.37,3,0.00,17.38
US-2014-134712,2014,4,11,November,Bill Stewart,Corporate,Office Supplies,Fasteners,Staples,United States,Central,Illinois,Skokie,Standard Class,12.62,2,0.20,3.95
CA-2015-111829,2015,1,3,Maret,Fred Hopkins,Corporate,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,United States,West,Washington,Seattle,First Class,1247.64,3,0.00,349.34
CA-2015-111829,2015,1,3,Maret,Fred Hopkins,Corporate,Technology,Copiers,Canon PC940 Copier,United States,West,Washington,Seattle,First Class,3149.93,7,0.00,1480.47
CA-2015-111829,2015,1,3,Maret,Fred Hopkins,Corporate,Office Supplies,Paper,Multicolor Computer Printout Paper,United States,West,Washington,Seattle,First Class,209.70,2,0.00,100.66
CA-2015-105221,2015,4,11,November,Valerie Mitchum,Home Office,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,United States,East,Pennsylvania,Philadelphia,First Class,35.36,2,0.20,-3.09
CA-2015-105221,2015,4,11,November,Valerie Mitchum,Home Office,Office Supplies,Fasteners,"Brites Rubber Bands, 1 1/2 oz. Box",United States,East,Pennsylvania,Philadelphia,First Class,3.17,2,0.20,-0.71
CA-2015-120341,2015,3,9,September,Sarah Foster,Consumer,Office Supplies,Binders,Catalog Binders with Expanding Posts,United States,East,Pennsylvania,Philadelphia,Second Class,121.10,6,0.70,-100.92
CA-2015-120341,2015,3,9,September,Sarah Foster,Consumer,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,United States,East,Pennsylvania,Philadelphia,Second Class,45.89,1,0.40,-9.18
CA-2014-135699,2014,3,8,Agustus,Hilary Holden,Corporate,Office Supplies,Paper,Xerox 1940,United States,West,California,San Francisco,Same Day,109.92,2,0.00,53.86
CA-2014-135699,2014,3,8,Agustus,Hilary Holden,Corporate,Office Supplies,Paper,Xerox 1986,United States,West,California,San Francisco,Same Day,13.36,2,0.00,6.41
US-2017-132444,2017,4,11,November,Christina DeMoss,Consumer,Office Supplies,Storage,Eldon Portable Mobile Manager,United States,West,Washington,Seattle,First Class,169.68,6,0.00,45.81
US-2017-132444,2017,4,11,November,Christina DeMoss,Consumer,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,United States,West,Washington,Seattle,First Class,132.52,4,0.00,54.33
US-2017-132444,2017,4,11,November,Christina DeMoss,Consumer,Office Supplies,Fasteners,Binder Clips by OIC,United States,West,Washington,Seattle,First Class,2.96,2,0.00,1.42
US-2017-132444,2017,4,11,November,Christina DeMoss,Consumer,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",United States,West,Washington,Seattle,First Class,8.45,2,0.20,2.96
US-2017-132444,2017,4,11,November,Christina DeMoss,Consumer,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,United States,West,Washington,Seattle,First Class,95.94,3,0.00,9.59
CA-2014-127159,2014,2,5,Mei,Hunter Lopez,Consumer,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",United States,Central,Wisconsin,Milwaukee,First Class,34.79,7,0.00,10.78
CA-2017-161809,2017,1,1,Januari,Thea Hendricks,Consumer,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,United States,West,California,Los Angeles,Standard Class,160.78,3,0.20,10.05
CA-2017-127285,2017,4,10,Oktober,Michelle Moray,Consumer,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",United States,West,Washington,Seattle,Standard Class,88.75,3,0.20,27.74
CA-2017-127285,2017,4,10,Oktober,Michelle Moray,Consumer,Office Supplies,Binders,Cardinal Slant-D Ring Binders,United States,West,Washington,Seattle,Standard Class,13.90,2,0.20,5.21
CA-2017-144526,2017,2,4,April,Quincy Jones,Corporate,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,United States,East,Pennsylvania,Philadelphia,Standard Class,677.58,5,0.40,-158.10
CA-2017-144526,2017,2,4,April,Quincy Jones,Corporate,Office Supplies,Binders,GBC VeloBind Cover Sets,United States,East,Pennsylvania,Philadelphia,Standard Class,13.90,3,0.70,-9.26
CA-2016-128531,2016,4,11,November,Neola Schneider,Consumer,Office Supplies,Storage,Sterilite Officeware Hinged File Box,United States,Central,Texas,Dallas,Second Class,41.92,5,0.20,3.67
CA-2016-128531,2016,4,11,November,Neola Schneider,Consumer,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,United States,Central,Texas,Dallas,Second Class,297.58,3,0.20,-7.44
CA-2016-128531,2016,4,11,November,Neola Schneider,Consumer,Office Supplies,Fasteners,Colored Push Pins,United States,Central,Texas,Dallas,Second Class,4.34,3,0.20,0.87
CA-2016-128531,2016,4,11,November,Neola Schneider,Consumer,Technology,Accessories,Logitech G105 Gaming Keyboard,United States,Central,Texas,Dallas,Second Class,94.99,2,0.20,-2.37
CA-2016-128531,2016,4,11,November,Neola Schneider,Consumer,Office Supplies,Paper,Xerox 1925,United States,Central,Texas,Dallas,Second Class,74.35,3,0.20,23.24
CA-2016-128531,2016,4,11,November,Neola Schneider,Consumer,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",United States,Central,Texas,Dallas,Second Class,14.04,3,0.20,1.58
US-2015-157154,2015,1,1,Januari,Michael Moore,Consumer,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,United States,East,New York,New York City,Standard Class,1018.10,4,0.40,-373.30
CA-2017-159457,2017,4,10,Oktober,Rick Duston,Consumer,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,United States,Central,Texas,Houston,Standard Class,16.68,3,0.20,5.21
CA-2016-107615,2016,1,3,Maret,Robert Barroso,Corporate,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,United States,West,Nevada,North Las Vegas,First Class,58.58,2,0.00,19.33
CA-2017-111647,2017,3,7,Juli,Rob Dowd,Consumer,Technology,Phones,netTALK DUO VoIP Telephone Service,United States,Central,Texas,Plano,Standard Class,167.97,4,0.20,62.99
CA-2015-150560,2015,4,12,Desember,Shaun Weien,Consumer,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",United States,South,Virginia,Suffolk,First Class,196.62,2,0.00,96.34
CA-2015-143077,2015,3,9,September,Sylvia Foulston,Corporate,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,United States,Central,Texas,Houston,Standard Class,21.94,2,0.60,-10.42
CA-2015-143077,2015,3,9,September,Sylvia Foulston,Corporate,Office Supplies,Binders,GBC Imprintable Covers,United States,Central,Texas,Houston,Standard Class,6.59,3,0.80,-10.21
CA-2016-122728,2016,2,5,Mei,Eric Barreto,Consumer,Office Supplies,Storage,Home/Office Personal File Carts,United States,West,California,San Francisco,Standard Class,104.28,3,0.00,26.07
CA-2016-122728,2016,2,5,Mei,Eric Barreto,Consumer,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),United States,West,California,San Francisco,Standard Class,17.94,3,0.00,8.79
CA-2014-122882,2014,3,9,September,Sean Braxton,Corporate,Office Supplies,Storage,"Carina 42""Hx23 3/4""W Media Storage Unit",United States,East,Pennsylvania,Philadelphia,Standard Class,64.78,1,0.20,-14.58
CA-2014-122882,2014,3,9,September,Sean Braxton,Corporate,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,United States,East,Pennsylvania,Philadelphia,Standard Class,32.38,3,0.40,4.32
CA-2014-122882,2014,3,9,September,Sean Braxton,Corporate,Furniture,Furnishings,DAX Natural Wood-Tone Poster Frame,United States,East,Pennsylvania,Philadelphia,Standard Class,42.37,2,0.20,8.47
CA-2014-122882,2014,3,9,September,Sean Braxton,Corporate,Technology,Machines,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,United States,East,Pennsylvania,Philadelphia,Standard Class,399.54,4,0.70,-559.36
US-2016-101497,2016,3,9,September,Pamela Stobb,Consumer,Office Supplies,Paper,Xerox 1887,United States,West,California,Los Angeles,Second Class,18.97,1,0.00,9.11
CA-2016-147585,2016,4,11,November,Claudia Bergmann,Corporate,Furniture,Furnishings,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",United States,West,California,San Francisco,Standard Class,14.82,3,0.00,6.22
CA-2017-149489,2017,2,4,April,Damala Kotsonis,Corporate,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",United States,East,Pennsylvania,Philadelphia,First Class,99.28,2,0.20,12.41
CA-2017-149489,2017,2,4,April,Damala Kotsonis,Corporate,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,United States,East,Pennsylvania,Philadelphia,First Class,1.19,2,0.70,-0.99
CA-2017-149489,2017,2,4,April,Damala Kotsonis,Corporate,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,United States,East,Pennsylvania,Philadelphia,First Class,7.52,2,0.70,-5.76
CA-2017-143798,2017,4,12,Desember,Anthony Witt,Consumer,Office Supplies,Paper,Xerox 210,United States,East,Pennsylvania,Philadelphia,First Class,10.37,2,0.20,3.63
CA-2017-143798,2017,4,12,Desember,Anthony Witt,Consumer,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,United States,East,Pennsylvania,Philadelphia,First Class,310.88,2,0.20,23.32
CA-2014-142839,2014,3,8,Agustus,Troy Staebel,Consumer,Furniture,Tables,Chromcraft Rectangular Conference Tables,United States,East,Pennsylvania,Philadelphia,Standard Class,853.09,6,0.40,-227.49
CA-2017-129833,2017,4,12,Desember,Herbert Flentye,Consumer,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",United States,Central,Indiana,Indianapolis,Standard Class,33.45,5,0.00,15.39
CA-2017-129833,2017,4,12,Desember,Herbert Flentye,Consumer,Office Supplies,Binders,Economy Binders,United States,Central,Indiana,Indianapolis,Standard Class,10.40,5,0.00,5.10
US-2016-154361,2016,1,3,Maret,Henia Zydlo,Consumer,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,United States,East,Ohio,Columbus,Standard Class,21.88,5,0.20,6.29
US-2016-158708,2016,2,6,Juni,Alejandro Ballentine,Home Office,Technology,Accessories,Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,United States,Central,Texas,Plano,Second Class,13.62,2,0.20,3.57
CA-2015-156335,2015,3,9,September,Phillina Ober,Home Office,Technology,Accessories,Memorex Micro Travel Drive 16 GB,United States,East,New Jersey,Bayonne,Second Class,63.96,4,0.00,19.83
CA-2015-156335,2015,3,9,September,Phillina Ober,Home Office,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,United States,East,New Jersey,Bayonne,Second Class,14.46,3,0.00,7.09
CA-2015-156335,2015,3,9,September,Phillina Ober,Home Office,Technology,Phones,netTALK DUO VoIP Telephone Service,United States,East,New Jersey,Bayonne,Second Class,104.98,2,0.00,52.49
CA-2015-148376,2015,4,12,Desember,Arthur Gainer,Consumer,Office Supplies,Appliances,Belkin F9G930V10-GRY 9 Outlet Surge,United States,West,California,Los Angeles,Standard Class,106.96,2,0.00,31.02
CA-2015-148376,2015,4,12,Desember,Arthur Gainer,Consumer,Office Supplies,Labels,Avery 497,United States,West,California,Los Angeles,Standard Class,21.56,7,0.00,10.35
CA-2014-135657,2014,2,6,Juni,Steven Cartwright,Consumer,Furniture,Tables,KI Adjustable-Height Table,United States,West,Washington,Seattle,Second Class,515.88,6,0.00,113.49
